parent,name,display
24584,12280,Surirella cruciata
24584,12281,Surirella stalagma
24584,12282,Surirella brightwellii
24584,12283,Surirella minuta
12254,12284,Surirella ovata var. pinnata
24584,12285,Surirella striatula
24584,12286,Surirella suecica
24584,12287,Surirella turgida
24584,12288,Surirella birostrata
24584,12289,Surirella iowensis
24584,12290,Surirella spiralis
12254,12291,Surirella ovata var. crumena
24584,12292,Surirella peisonis
12297,12293,Surirella brebissonii var. kuetzingii
24584,12294,Surirella crumena
24584,12295,Surirella hoefleri
24584,12296,Surirella cf. brebissonii var. kuetzingii LAIRD
24584,12297,Surirella brebissonii
24584,12298,Surirella amphioxys
12254,12299,Surirella ovata var. africana
12256,12300,Surirella robusta var. splendida fo. constricta
24584,12301,Surirella elegans
24584,12302,Surirella bifrons
24584,12303,Surirella bohemica
24584,12304,Surirella splendida
24584,12305,Surirella subsalsa
12297,12306,Surirella brebissonii var. punctata
24584,12307,Surirella roba
24584,12308,Surirella patella
24584,12309,Surirella spp.
24584,12310,Surirella sp. 1 ?
24584,12311,Surirella sp. 2 ?
24584,12312,Surirella sp. 3 ?
24584,12313,Surirella sp. 4 ?
24584,12314,Surirella sp. 5 ?
24584,12315,Surirella sp. 6 ?
24585,12316,Synedra amphicephala
12316,12317,Synedra amphicephala var. austriaca
24585,12318,Synedra sp. 3 PIRLA
24585,12319,Synedra famelica
12342,12320,Synedra filiformis var. capitata
12342,12321,Synedra filiformis var. exilis
24585,12322,Synedra sp. 5 PIRLA
24585,12323,Synedra incisa
24585,12324,Synedra minuscula
24585,12325,Synedra planktonica
24585,12326,Synedra nana
24585,12327,Synedra cyclopum
24585,12328,Synedra parasitica
24585,12329,Synedra radians
24585,12330,Synedra rumpens
12330,12331,Synedra rumpens var. fragilarioides
12330,12332,Synedra rumpens var. familiaris
12330,12333,Synedra rumpens var. scotica
24585,12334,Synedra socia
24585,12335,Synedra tabulata
12335,12336,Synedra tabulata var. acuminata
24585,12337,Synedra tenera
24585,12338,Synedra ulna
12338,12339,Synedra ulna var. chaseana
12338,12340,Synedra ulna var. danica
12338,12341,Synedra ulna var. oxyrhynchus fo. mediocontracta
24585,12342,Synedra filiformis
24585,12343,Synedra sp. 1 PIRLA
24585,12344,Synedra subrhombica
24585,12345,Synedra sp. 4 PIRLA
12330,12346,Synedra rumpens var. 1 PIRLA
24585,12347,Synedra cf. famelica
12338,12348,Synedra ulna vars.
24585,12349,Synedra capitata
24585,12350,Synedra pulchella
24585,12351,Synedra sp. 6 PIRLA
24585,12352,Synedra sp. 7 PIRLA
24585,12353,Synedra sp. 9 PIRLA
24585,12354,Synedra sp. 10 PIRLA
24585,12355,Synedra sp. 8 PIRLA
24586,12357,Synedra acus var. radians
24585,12358,Synedra sp. 11 PIRLA
24586,12359,Synedra acus var. angustissima
24585,12360,Synedra delicatissima
12330,12361,Synedra rumpens var. 2 PIRLA
24585,12362,Synedra fasciculata
12338,12363,Synedra ulna var. contracta
12338,12364,Synedra ulna var. ramesi
24585,12365,Synedra mazamaensis
24585,12366,Synedra goulardi
12338,12367,Synedra ulna var. constricta
12338,12368,Synedra ulna var. spathulifera
24585,12369,Synedra berolinensis
24585,12370,Synedra hartii
24585,12371,Synedra cf. filiformis FRITZ
24585,12372,Synedra ulna PLUS acus LAIRD
24585,12373,Synedra spp.
24585,12374,Synedra sp. 1 ?
24585,12375,Synedra sp. 2 ?
24585,12376,Synedra sp. 3 ?
24585,12377,Synedra sp. 4 ?
24585,12378,Synedra sp. 5 ?
24587,12379,Tabellaria binalis
24587,12380,Tabellaria fenestrata
24587,12381,Tabellaria flocculosa
24587,12382,"Tabellaria flocculosa (strain III, sensu Koppen)"
24587,12383,"Tabellaria flocculosa (strain IV, sensu Koppen)"
12381,12384,Tabellaria flocculosa var. linearis
24587,12385,Tabellaria quadriseptata
24587,12386,"Tabellaria flocculosa (strain IIIp, sensu Koppen)"
24587,12387,Tabellaria flocculosa (CAF)
24587,12388,Tabellaria linearis var. quadriseptata (transition)
24587,12389,Tabellaria binalis var. elliptica
24587,12390,Tabellaria ventricosa
24587,12391,Tabellaria spp.
24587,12392,Tabellaria sp. 1 ?
24587,12393,Tabellaria sp. 2 ?
24589,12394,Terpsinoe musica
24591,12395,Thalassionema nitzschioides
24592,12396,Thalassiosira baltica
24592,12397,Thalassiosira visurgis
24592,12398,Thalassiosira gessneri
24592,12399,Thalassiosira pseudonana
24592,12400,Thalassiosira weissflogii
24592,12401,Thalassiosira bramaputrae
24592,12402,Thalassiosira rudolfii
24558,12403,Pseudostaurosira brevistriata
24558,12404,Pseudostaurosira pseudoconstruens
24529,12405,Orthoseira roeseana
24393,12406,Bacillaria paradoxa
24389,12407,Anorthoneis excentrica
24399,12408,Campylodiscus clypeus
24399,12409,Campylodiscus hibernicus
24537,12410,Cymatosira belgica
24432,12411,Didymosphenia geminata
24489,12412,Gomphonitzschia agma
24563,12413,Rhaphoneis amphiceros
12415,12414,Actinocyclus normanii fo. subsalsus
22530,12415,Actinocyclus normanii
24502,12416,Licmophora gracilis
5396,12417,Bacillariophyta undet.
12417,12418,Bacillariophyta undet. (pennate)
5396,12419,Undetermined Pennate sp. 1 ?
5396,12420,Undetermined Pennate sp. 2 ?
5396,12421,Undetermined Pennate sp. 3 ?
5396,12422,Undetermined Pennate sp. 4 ?
5396,12423,Undetermined Pennate sp. 5 ?
12990,12424,Bacillariophyta undet. (centric) sp. 1?
12990,12425,Bacillariophyta undet. (centric) sp. 2?
5396,12426,Undetermined diatom CAF
5396,12427,Undetermined diatom sp. 1?
5396,12428,Undetermined diatom sp. 2 ?
5396,12429,Undetermined diatom sp. 3 ?
5396,12430,Undetermined diatom sp. 4 ?
5396,12431,Undetermined diatom sp. 5 ?
5396,12432,Undetermined diatom sp. 6 ?
5396,12433,Undetermined diatom sp. 7 ?
5396,12434,Undetermined diatom sp. 8 ?
5396,12435,Undetermined diatom sp. 9 ?
22534,12436,Naviculaceae undet. sp.
24386,12437,Aneumastus tuscula
24436,12438,Encyonema minutum
24436,12439,Encyonema silesiacum
24436,12440,Encyonema carina
24436,12441,Encyonema brehmii
24436,12442,Encyonema gaeumannii
24436,12443,Encyonema lunatum
24436,12444,Encyonema muelleri
24436,12445,Encyonema perpusillum
24436,12446,Encyonema prostratum
24436,12447,Encyonema reichardtii
24436,12448,Encyonema tenuissimum
24436,12449,Encyonema triangulum
24436,12450,Encyonema latens
24436,12451,Encyonema auerswaldii
24445,12452,Fallacia pygmaea
24445,12453,Fallacia auriculata
24445,12454,Fallacia cryptolyra
24445,12455,Fallacia indifferens
24445,12456,Fallacia monoculata
24445,12457,Fallacia omissa
24445,12458,Fallacia subhamulata
24445,12459,Fallacia tenera
19369,12460,Karayevia clevei
19369,12461,Karayevia laterostrata
24503,12462,Luticola mutica
24503,12463,Luticola ventricosa
24503,12464,Luticola cohnii
24503,12465,Luticola goeppertiana
24503,12466,Luticola mitigata
24503,12467,Luticola undulata
24503,12468,Luticola muticoides
24505,12469,Martyana martyi
24527,12470,Odontella rhombus
19370,12471,Planothidium lanceolatum
19370,12472,Planothidium peragalli
24550,12473,Pleurosira laevis
24569,12474,Sellaphora laevissima
12476,12475,Sellaphora pupula var. capitata
24569,12476,Sellaphora pupula
24569,12477,Sellaphora americana
24569,12478,Sellaphora bacillum
24569,12479,Sellaphora disjuncta
24569,12480,Sellaphora mutata
24569,12481,Sellaphora rectangularis
24569,12482,Sellaphora seminulum
24579,12483,Staurosira construens
12483,12484,Staurosira construens var. binodis
12483,12485,Staurosira construens var. venter
24400,12486,Campylostylus normannianus
24580,12487,Staurosirella leptostauron
24580,12488,Staurosirella lapponica
24580,12489,Staurosirella pinnata
12489,12490,Staurosirella pinnata var. intercedens
12487,12491,Staurosirella leptostauron var. dubia
24593,12492,Tryblionella gracilis
24593,12493,Tryblionella debilis
24593,12494,Tryblionella acuta
24593,12495,Tryblionella aerophila
24593,12496,Tryblionella calida
24593,12497,Tryblionella circumsuta
24593,12498,Tryblionella apiculata
24593,12499,Tryblionella hungarica
24593,12500,Tryblionella littoralis
24593,12501,Tryblionella levidensis
24593,12502,Tryblionella victoriae
22536,12503,Navicula dealpina
22536,12504,Navicula parabilis
19275,12505,Psammothidium bioretii
12884,12506,Psammothidium grischunum fo. daonensis
19275,12507,Psammothidium helveticum
19275,12508,Psammothidium lauenburgianum
19275,12509,Psammothidium marginulatum
24555,12510,Psammothidium abundans fo. rosenstockii
19275,12511,Psammothidium rossii
19275,12512,Psammothidium subatomoides
19275,12513,Psammothidium ventralis
24442,12514,Eucocconeis flexella
24442,12515,Eucocconeis laevis
24501,12516,Lemnicola hungarica
24422,12517,Cymbopleura cuspidata
24449,12518,Fragilariforma bicapitata
24449,12519,Fragilariforma constricta
12519,12520,Fragilariforma constricta fo. stricta
24449,12521,Fragilariforma floridana
24450,12522,Fragilariforma hungarica var. tumida
24449,12523,Fragilariforma strangulata
24449,12524,Fragilariforma virescens
24541,12525,Placoneis abiskoensis
24541,12526,Placoneis pseudanglica
24541,12527,Placoneis clementioides
24541,12528,Placoneis clementis
24541,12529,Placoneis elginensis
24541,12530,Placoneis exigua
24541,12531,Placoneis explanata
24541,12532,Placoneis gastrum
24541,12533,Placoneis placentula
24402,12534,Cavinula cocconeiformis
24402,12535,Cavinula jaernefeltii
24402,12536,Cavinula pseudoscutiformis
24402,12537,Cavinula scutelloides
24402,12538,Cavinula scutiformis
24552,12539,Proschkinia complanata
24428,12540,Diadesmis confervacea
24428,12541,Diadesmis contenta
24428,12542,Diadesmis gallica
24428,12543,Diadesmis laevissima
24428,12544,Diadesmis perpusilla
24408,12545,Cosmioneis pusilla
24499,12546,Kobayasiella subtilissima
24588,12547,Tabularia tabulata
24588,12548,Tabularia fasciculata
24438,12550,Encyonopsis cesatii
24438,12551,Encyonopsis microcephala
24441,12552,Epithemia goeppertiana
24398,12553,Caloneis budensis
22536,12554,Navicula infrenis
22536,12555,Navicula nuwukiana
22536,12556,Navicula semen
22536,12557,Navicula catalanogermanica
24454,12558,Gomphonema acutiusculum
22536,12559,Navicula duerrenbergiana
24454,12560,Gomphonema reimeri
22536,12561,Navicula stankovici
22536,12562,Navicula wiesneri
24585,12563,Synedra dilatata
24525,12564,Nitzschia subcohaerens var. scotica
24524,12565,Nitzschia prolongata var. hoehnkii
24529,12566,Orthoseira dendroteres
22536,12567,Navicula fluens
24413,12568,Cyclostephanos costatilimbus
24582,12569,Stephanodiscus vestibulis
24454,12570,Gomphonema mehleri
24454,12571,Gomphonema patricki
24454,12572,Gomphonema kobayasii
24580,12573,Staurosirella berolinensis
12483,12574,Staurosira construens var. subsalina
24417,12575,Cymbella austriaca var. erdoebenyiana
14153,12576,Achnanthes lineariformis
24433,12577,Diploneis ostracodarum
24436,12578,Encyonema evergladianum
24436,12579,Encyonema pergracile
12439,12580,Encyonema silesiacum var. excisa
24436,12581,Encyonema trianguliforme
24442,12582,Eucocconeis lapponica
24447,12583,Fragilaria alpestris
24521,12584,Nitzschia homburgiensis
24521,12585,Nitzschia archibaldii
22536,12586,Navicula heimansioides
11083,12587,Gomphonema pumilum var. rigidum
24454,12588,Gomphonema pygmaeum
24416,12589,Cymbella simonsenii
22536,12590,Navicula lanceolata
22536,12591,Navicula microcari
22536,12592,Navicula seibigiana
24392,12593,Aulacoseira spp.
24454,12594,Gomphonema lagenula
11015,12595,Gomphonema parvulum var. exilissimum
22536,12596,Navicula radiosafallax
22536,12597,Navicula declivis
22536,12598,Navicula goersii
14157,12599,Achnanthes ploenensis var. gessneri
24416,12600,Cymbella budayana
11083,12601,Gomphonema pumilum var. elegans
24399,12602,Campylodiscus levanderi
24396,12603,Brachysira aponina
24512,12604,Navicula ruttneri var. capitata
24454,12605,Gomphonema germainii
24429,12606,Diatoma ehrenbergii
10638,12607,Diatoma vulgaris var. linearis
24451,12608,Frustulia spicula
12990,12609,Bacillariophyta undet. (centric) UMICH
24454,12610,Gomphonema amoenum
24454,12611,Gomphonema aquaemineralis
24454,12612,Gomphonema entolejum
24454,12613,Gomphonema tumens
10160,12614,Achnanthes clevei var. bottnica
10185,12615,Achnanthes minutissima var. robusta
24392,12616,Aulacoseira herzogii
24392,12617,Aulacoseira nygaardii
24582,12618,Stephanodiscus oregonica
24582,12619,Stephanodiscus binderanus
11988,12620,Pinnularia divergens var. ignorata
12100,12621,Pinnularia gibba var. linearis
12100,12622,Pinnularia gibba var. parva
12110,12623,Pinnularia interrupta var. joculata
12133,12624,Pleurosigma salinarum var. boyeri
24398,12625,Caloneis leptosoma
24398,12626,Caloneis pulchra
24398,12627,Caloneis thermalis
24521,12628,Nitzschia palustris
24521,12629,Nitzschia subconstricta
24584,12630,Surirella engleri
24584,12631,Surirella pinnata
24584,12632,Surirella pseudovalis
11924,12633,Nitzschia compressa var. elongata
24521,12634,Nitzschia gessneri
24521,12635,Nitzschia insignis
11863,12636,Nitzschia lanceolata fo. minima
24413,12637,Cyclostephanos delicatus
11845,12638,Nitzschia liebetruthii var. major
24521,12639,Nitzschia mediocris
24409,12640,Craticula ambigua
10524,12641,Cymbella cistula var. gibbosa
10586,12642,Cymbella hybrida var. lanceolata
5397,12643,Pinnularia subinterrupta
24539,12644,Pinnularia tenuis var. sublinearis
24531,12645,Paralia sulcata
24421,12646,Cymbellopsis apiculata
24414,12647,Cyclotella cryptica
24523,12648,Nitzschia plana var. americana
24396,12649,Brachysira garrensis
24521,12650,Nitzschia modesta
14153,12651,Achnanthes hintzii
24557,12652,Amphiprora spp.
24414,12653,Cyclotella cyclopuncta
24414,12654,Cyclotella krammeri
24414,12655,Cyclotella schumanni
24414,12656,Cyclotella tripartita
24416,12657,Cymbella naviculacea
24425,12658,Denticula spp.
22536,12659,Navicula soodensis
24528,12660,Opephora spp.
12619,12661,Stephanodiscus binderanus var. oestrupii
24592,12662,Thalassiosira spp.
5395,12663,Eunotia nymanniana
22536,12664,Navicula glomus
24416,12665,Cymbella arctica
24590,12666,Tetracyclus glans
24576,12667,Stauroneis attenuirostris
22536,12668,Navicula pseudotenelloides
24576,12669,Stauroneis subgracilis
24541,12670,Placoneis paraelginensis
24512,12671,Navicula ruttneri var. chilensis
12747,12672,Pinnularia pulchra var. angusta
24454,12673,Gomphonema americobtusatum
24428,12674,Diadesmis pantropica
24521,12675,Nitzschia rosenstockii
22536,12676,Navicula witkowskii
22536,12677,Navicula hintzii
22536,12678,Navicula arctotenelloides
24428,12679,Diadesmis templiniana
24506,12680,Mastogloia spp.
12439,12681,Encyonema silesiacum var. altensis
24416,12682,Cymbella amplificata
24454,12683,Gomphonema drutelingense
24406,12684,Cocconeis rugosa
24396,12685,Brachysira neoacuta
11015,12686,Gomphonema parvulum fo. saprophilum
24454,12687,Gomphonema italicum
24526,12688,Nupela lapidosa
24526,12689,Nupela wellneri
24413,12690,"Cyclostephanos sp. ""open"" BRADBURY"
24566,12691,Rhopalodia constricta BRADBURY
22536,12692,Navicula spp. (freshwater) BRADBURY
24582,12693,Stephanodiscus asteroides BRADBURY
24521,12694,Nitzschia monoensis BRADBURY
24403,12695,Chaetoceros muelleri BRADBURY
5396,12696,Undetermined diatom Misc. low paleolim. value sp. BRADBURY
24392,12697,Aulacoseira solida
24399,12698,"Campylodiscus sp. ""smooth"" BRADBURY"
24582,12699,Stephanodiscus parvus type BRADBURY
24521,12700,Nitzschia sinuata type BRADBURY
24582,12701,Stephanodiscus cf. #10 Stoermer BRADBURY
24413,12702,Cyclostephanos sp.
24413,12703,Cyclostephanos sp. #10 BRADBURY
24582,12704,Stephanodiscus sp. oval/eccentric BRADBURY
24582,12705,Stephanodiscus minutulus type BRADBURY
24521,12706,Nitzschia spp. (saline) BRADBURY
24521,12707,Nitzschia spp. (freshwater) BRADBURY
24582,12708,Stephanodiscus oregonicus BRADBURY
22536,12709,Navicula spp. (saline) BRADBURY
24582,12710,Stephanodiscus carconensis/asteroides BRADBURY
10886,12711,Fragilaria construens + varieties BRADBURY
24582,12712,Stephanodiscus cf. carconensis
24521,12713,Nitzschia cf. bacillum w/ node LAIRD
24387,12714,Anomoeoneis sp. a LAIRD
24521,12715,Nitzschia sp. a LAIRD
24396,12716,Brachysira spp.
11718,12717,Nitzschia amphibia PLUS frustulum LAIRD
10347,12718,Amphora acutiuscula PLUS coffeaeformis LAIRD
22536,12719,Navicula aff. lenzii LAIRD
24521,12720,Nitzschia aff. palea ?? LAIRD
12990,12721,Bacillariophyta undet. (centric) LAIRD
10347,12722,Amphora cf. coffeaeformis LAIRD
24521,12723,Nitzschia aff. sinuata LAIRD
14153,12724,Achnanthes cf. delicatula LAIRD
24585,12725,Synedra cf. rumpens LAIRD
24521,12726,Nitzschia aff. palea w/ node LAIRD
22534,12727,Naviculaceae undet.
24414,12728,Cyclotella elgeri + BRADBURY
24582,12729,Stephanodiscus very tiny Stephanodiscus/ Cyclostephanos types BRADBURY
24582,12730,Stephanodiscus carconensis
24392,12731,Aulacoseira distans-type
24582,12732,Stephanodiscus transylvanicus & subtran.types BRADBURY
10395,12733,Aulacoseira granulata var. angustissima BRADBURY
24582,12734,Stephanodiscus excentricus
24392,12735,Aulacoseira nyassensis BRADBURY
24414,12736,Cyclotella servant-vildary type BRADBURY
24392,12737,Aulacoseira islandica? BRADBURY
24392,12738,Aulacoseira solida BRADBURY
10886,12739,Fragilaria construens + F. con. v. venter BRADBURY
10477,12740,Cyclotella kuetzingiana forms BRADBURY
24392,12741,Aulacoseira italica BRADBURY
24392,12742,Aulacoseira paucistriata+other Tert. frms BRADBURY
24582,12743,Stephanodiscus rhombus BRADBURY
24582,12744,Stephanodiscus minute eccentric form BRADBURY
24413,12745,Cyclostephanos cf. Cy. tholiformis? BRADBURY
24447,12746,Fragilaria pantocsekii BRADBURY
5397,12747,Pinnularia pulchra
14650,12748,Achnanthidium pyrenaicum
14650,12749,Achnanthidium exiguum
12749,12750,Achnanthidium exiguum var. constrictum
12749,12751,Achnanthidium exiguum var. heterovalvum
14650,12752,Achnanthidium kranzii
14650,12753,Achnanthidium semiapertum
14650,12754,Achnanthidium subatomus
10347,12755,Amphora copulata
14650,12756,Achnanthidium catenatum
22535,12757,Adlafia bryophila
22535,12758,Adlafia minuscula
12758,12759,Adlafia minuscula var. muralis
22535,12760,Adlafia suchlandtii
24386,12761,Aneumastus apiculatus
24395,12762,Biremis circumtexta
19275,12763,Psammothidium altaicum
19370,12764,Planothidium biporomum
19370,12765,Planothidium chilense
19275,12766,Psammothidium chlidanos
12460,12767,Karayevia clevei var. rostrata
19370,12768,Planothidium daui
19370,12769,Planothidium delicatulum
19370,12770,Planothidium robustum
19275,12771,Psammothidium didymum
19370,12772,Planothidium dispar
19370,12773,Planothidium distinctum
19370,12774,Planothidium engelbrechtii
24442,12775,Eucocconeis alpestris
19370,12776,Planothidium granum
19370,12777,Planothidium hauckianum
19370,12778,Planothidium joursacense
19275,12779,Psammothidium kuelbsii
19275,12780,Psammothidium lacus-vulcani
19370,12781,Planothidium frequentissimum
19370,12782,Planothidium rostratum
19370,12783,Planothidium apiculatum
12471,12784,Planothidium lanceolatum var. bimaculatum
19370,12785,Planothidium dubium
19370,12786,Planothidium ellipticum
19370,12787,Planothidium minutissimum
12471,12788,Planothidium lanceolatum var. omissum
24567,12789,Rossithidium linearis
24567,12790,Rossithidium pusillum
19370,12791,Planothidium miotum
19370,12792,Planothidium oestrupii
12472,12793,Planothidium peragalli var. parvulum
24567,12794,Rossithidium petersennii
19275,12795,Psammothidium sacculum
19275,12796,Psammothidium scoticum
24526,12797,Nupela silvahercynia
24561,12798,Puncticulata comta
24561,12799,Puncticulata radiosa
24438,12800,Encyonopsis falaisensis
24436,12801,Encyonema norvegicum
12403,12802,Pseudostaurosira brevistriata var. capitata
12403,12803,Pseudostaurosira brevistriata var. inflata
24575,12804,Stauroforma exiguiformis
24449,12805,Fragilariforma lata
24449,12806,Fragilariforma polygonata
24558,12807,Pseudostaurosira robusta
24580,12808,Staurosirella spinosa
12524,12809,Fragilariforma virescens var. capitata
24451,12810,Frustulia amphipleuroides
24451,12811,Frustulia erifuga
24490,12812,Gomphosphenia grovei
12812,12813,Gomphosphenia grovei var. lingulata
24490,12814,Gomphosphenia lingulatiformis
24454,12815,Gomphonema exilissimum
24454,12816,Gomphonema parvulius
24490,12817,Gomphosphenia tackei
24452,12818,Geissleria acceptata
24507,12819,Mayamaea agrestis
24507,12820,Mayamaea asellus
24507,12821,Mayamaea atomus
24404,12822,Chamaepinnularia begeri
24404,12823,Chamaepinnularia bremensis
24496,12824,Hippodonta capitata
24496,12825,Hippodonta hungarica
24496,12826,Hippodonta lueneburgensis
24409,12827,Craticula citrus
12541,12828,Diadesmis contenta var. parallela
24496,12829,Hippodonta costulata
24532,12830,Parlibellus crucicula
24452,12831,Geissleria decussis
24452,12832,Geissleria dolomitica
24404,12833,Chamaepinnularia evanida
24511,12834,Muelleria gibbula
24409,12835,Craticula halophilioides
24452,12836,Geissleria ignota
24452,12837,Geissleria paludosa
24445,12838,Fallacia insociabilis
24510,12839,Microcostatus kuelbsii
24510,12840,Microcostatus krasskei
24452,12841,Geissleria kriegeri
24404,12842,Chamaepinnularia krookii
24402,12843,Cavinula lacustris
24402,12844,Cavinula lapidosa
24452,12845,Geissleria thingvallae
22536,12846,Navicula vilaplanii
24504,12847,Lyrella lyra
24404,12848,Chamaepinnularia mediocris
22536,12849,Navicula antonii
22536,12850,Navicula upsaliensis
24409,12851,Craticula minusculoides
24409,12852,Craticula molestiformis
24507,12853,Mayamaea muraliformis
24510,12854,Microcostatus naumannii
24503,12855,Luticola nivalis
24446,12856,Fistulifera pelliculosa
24423,12857,Decussata placenta
24532,12858,Parlibellus protracta
24532,12859,Parlibellus protractoides
24409,12860,Craticula riparia
24446,12861,Fistulifera saprophila
24452,12862,Geissleria schoenfeldii
24404,12863,Chamaepinnularia soehrensis
12863,12864,Chamaepinnularia soehrensis var. hassiaca
12863,12865,Chamaepinnularia soehrensis var. muscicola
24495,12866,Haslea spicula
22536,12867,Navicula viridulacalcis
22536,12868,Navicula rostellata
24520,12869,Neidium amphigomphus
24593,12870,Tryblionella acuminata
24593,12871,Tryblionella coarctata
24593,12872,Tryblionella compressa
24553,12873,Psammodictyon constrictum
24521,12874,Nitzschia bulnheimiana
24593,12875,Tryblionella plana
24593,12876,Tryblionella umbilicata
24498,12877,Hygropetra balfouriana
24404,12878,Chamaepinnularia gandrupii
24560,12879,Pulchella schwabei
24565,12880,Rhoicosphenia abbreviata
10881,12881,Fragilaria capucina var. amphicephala
24412,12882,Ctenophora pulchella var. lacerata
19370,12883,Planothidium robustius
19275,12884,Psammothidium grischunum
24503,12885,Luticola muticopsis
24396,12886,Brachysira microcephala
24569,12887,Sellaphora fusticulus
24438,12888,Encyonopsis subminuta
24439,12889,Entomoneis costata
24454,12890,Gomphonema capitatum
24409,12891,Craticula accomodiformis
5397,12892,Pinnularia renata
19275,12893,Psammothidium reversum
24507,12894,Mayamaea excelsa
22536,12895,Navicula riediana
24416,12896,Cymbella kolbei
24438,12897,Encyonopsis delicatissima
24584,12898,Surirella cardinalis
22536,12899,Navicula aquaedurae
5397,12900,Pinnularia acidophila
24438,12901,Encyonopsis krammeri
5395,12902,Eunotia subarcuatoides
24454,12903,Gomphonema innocens
11988,12904,Pinnularia divergens var. media
24438,12905,Encyonopsis minuta
24566,12906,Rhopalodia constricta
24558,12907,Pseudostaurosira neoelliptica
24558,12908,Pseudostaurosira clavatum
24436,12909,Encyonema sinicum
24454,12910,Gomphonema maclaughlinii
14650,12911,Achnanthidium latecephalum
24454,12912,Gomphonema vibrioides
24453,12913,Gomphoneis geitleri
24592,12914,Thalassiosira eccentrica
22536,12915,Navicula luciae
24424,12916,Delphineis surirella
24447,12917,Fragilaria cassubica
22536,12918,Navicula arkona
24438,12919,Encyonopsis vandamii
24398,12920,Caloneis westii
24499,12921,Kobayasiella jaagii
22536,12922,Navicula amphiceropsis
24521,12923,Nitzschia austriaca
24584,12924,Surirella visurgis
5397,12925,Pinnularia alpina
24496,12926,Hippodonta coxiae
22536,12927,Navicula facilis
24436,12928,Encyonema angustecapitatum
24558,12929,Pseudostaurosira parasitica
12929,12930,Pseudostaurosira parasitica var. subconstricta
19369,12931,Karayevia amoena
19369,12932,Karayevia carissima
19369,12933,Karayevia kolbei
19369,12934,Karayevia suchlandtii
19369,12935,Karayevia ploenensis
24454,12936,Gomphonema longilineare
14650,12937,Achnanthidium rivulare
24526,12938,Nupela carolina
24526,12939,Nupela neglecta
14650,12940,Achnanthidium atomus
22535,12941,Adlafia aquaeductae
24416,12942,Cymbella reinhardtii
24416,12943,Cymbella subturgidula
24413,12944,Cyclostephanos spp.
12487,12945,Staurosirella leptostauron var. rhomboides
10665,12946,Entomoneis paludosa var. subsalina
24454,12947,Gomphonema procerum
22536,12948,Navicula oligotraphenta
24521,12949,Nitzschia behrei
24521,12950,Nitzschia commutatoides
11737,12951,Nitzschia palea fo. major
24521,12952,Nitzschia subtilioides
5397,12953,Pinnularia brandelii
24582,12954,Stephanodiscus neoastraea
22535,12955,Adlafia multnomahii
24409,12956,Craticula sardiniensis
24526,12957,Nupela impexiformis
24438,12958,Encyonopsis descripta
24386,12959,Aneumastus albanicus
24538,12960,Gyrosigma reimeri
22536,12961,Navicula cariocincta
5396,12962,Undetermined diatom Chrysophyte Statocysts FRITZ
24398,12963,Caloneis cf. schumanniana FRITZ
5396,12964,Undetermined diatom Other benthics & epiphytics FRITZ
24414,12965,Cyclotella stelligera (complex) FRITZ
24445,12966,Fallacia spp.
22536,12967,Navicula cf. recens FRITZ
5396,12968,Undetermined diatom Phytoliths
5396,12969,Undetermined diatom Songe spicules
10656,12970,Diploneis smithii var. rhombica
24508,12971,Melosira sp. ind. FRITZ
10266,12972,Achnanthes brevipes var. intermedia
24406,12973,Cocconeis titicacaensis
22536,12974,Navicula sp. A Uyuni FRITZ
24569,12975,Sellaphora spp.
27131,12976,Pinnularia sinistra FRITZ
24403,12977,Chaetoceros muelleri
5396,12978,Undetermined diatom unknown resting spores FRITZ
24437,12979,Encyonema norvegica var. lapponica
24425,12980,Denticula seriata FRITZ
10448,12981,Cocconeis placentula var. klinoraphis
24593,12982,Tryblionella constricta & hungarica FRITZ
10524,12984,Cymbella cistula var. maculata
24451,12985,Frustulia frenguelli
24584,12986,Surirella cf. brebissonii FRITZ
24558,12987,Pseudostaurosira zeilleri
24447,12988,Fragilaria sp. ind. B FRITZ
24447,12989,Fragilaria sp. ind. A FRITZ
12417,12990,Bacillariophyta undet. (centric)
24414,12992,Cyclotella andina
24392,12993,Aulacoseira granulata/lirata FRITZ
12338,12994,Synedra ulna var. andina
24406,12995,Cocconeis soukupi FRITZ
12987,12996,Pseudostaurosira zeilleri var. elliptica FRITZ
14153,12997,Achnanthes atacamae FRITZ
24414,12998,Cyclotella cf. woltereckii FRITZ
24416,12999,Cymbella sp. ind. A FRITZ
12987,13000,Pseudostaurosira zeilleri var. ? (trigonal) FRITZ
5395,13001,Eunotia arculus
11499,13002,Navicula pusila var. capitata
10881,13003,Fragilaria capucina cf. var. vaucheriae
10347,13004,Amphora calumetica
24521,13005,Nitzschia cf. incognita
14153,13006,Achnanthes minuscula
10720,13007,Eunotia parallela var. angusta
24447,13008,Fragilaria pinnata/brevistriata
10413,13009,Caloneis silicula var. peisonis
11101,13010,Gomphonema minutum fo. pachypus
11101,13011,Gomphonema minutum fo. lemanense
11244,13012,Navicula laevissima var. perhibita
22536,13013,Navicula seibigii
24447,13014,Fragilaria parasitica/construens
24392,13015,Aulacoseira lacustris
24454,13016,Gomphonema cumrhis
10347,13017,Amphora commutata
5395,13018,Eunotia veneris FRITZ
10881,13019,Fragilaria capucina var. unknown
10391,13020,Aulacoseira lirata var. biseriata
5397,13021,Pinnularia nobilis
