parent,name,display
3425,4089,Phillyrea angustifolia
2339,4090,Phillyrea-type
9096,4091,cf. Rhinanthus
9096,4092,Rhinanthus/Veronica
3430,4093,Veronica beccabunga-type
2795,4094,Veronica beccabunga
2795,4095,Veronica anagallis-aquatica
413,4096,Asteraceae cf. Saussurea
1157,4097,Saussurea nuda
413,4098,Saussurea-type
15529,4099,cf. Sedum
285,4100,Sedum cf. S. villosum/S. anglicum
4102,4101,Sedum/Rhodiola cf. R. rosea
68,4102,Sedum-type
285,4103,Sedum anglicum
4102,4104,Sedum acre-type
4102,4105,Sedum/Sempervivum
483,4106,Rosaceae cf. Sorbus aucuparia
483,4107,Pyrus/Sorbus
1435,4108,Sorbus aria
1435,4109,Sorbus cf. S. rupicola
1435,4110,Sorbus cf. S. aucuparia
1435,4111,Sorbus undiff.
483,4112,Crataegus/Sorbus
698,4113,Chaenorhinum
698,4114,Digitalis-type
698,4115,Digitalis
4115,4116,Digitalis purpurea
4114,4117,Digitalis purpurea-type
9655,4118,Lobelia/Digitalis
15529,4119,cf. Digitalis
9096,4120,Scrophularia/Verbascum/Digitalis
2476,4121,Lobelia dortmanna
15529,4122,cf. Lobelia
284,4123,Scrophularia-type
4123,4124,Scrophularia nodosa-type
284,4125,Scrophularia
1159,4126,Chimaphila
3690,4127,Chrysosplenium oppositifolium
282,4128,Saxifragaceae cf. Chrysosplenium
3690,4129,Chrysosplenium alterniflorum
282,4130,Chrysosplenium-type
5622,4131,Cicendia filiformis
311,4132,Cicuta-type
27631,4133,Cicuta virosa
821,4135,Circaea lutetiana
1501,4136,Convolvulus arvensis
1501,4137,Convolvulus undiff.
15529,4138,cf. Convolvulus
55,4139,Cistaceae undiff.
3420,4140,Cistus undiff.
3420,4141,Cistus incanus-type
55,4143,Cistus/Helianthemum
3420,4144,Cistus salvifolius
5624,4145,Cistus monspeliensis
3420,4146,Cistus populifolius-type
4148,4147,Cistus ladanifer
3420,4148,Cistus ladanifer-type
1260,4149,Helianthemum cf. H. canum
4153,4150,Helianthemum nummularium
1260,4151,Helianthemum oelandicum-type
55,4152,Helianthemum-type
1260,4153,Helianthemum nummularium-type
4161,4154,Helianthemum oelandicum subsp. alpestre
1260,4155,Helianthemum cf. H. nummularium
1260,4156,Helianthemum cf. H. oelandicum
4151,4157,Helianthemum oelandicum subsp. alpestre-type
1260,4158,Helianthemum canum-type
1260,4159,Helianthemum canum/H. alpestre
1260,4160,Helianthemum undiff.
4151,4161,Helianthemum oelandicum
57,4162,Cladium mariscus
74,4163,Cyperaceae cf. Cladium mariscus
74,4164,Cyperaceae cf. Cladium
7645,4165,Colchicum
1931,4166,Colchicum-type
7645,4167,Colchicum/Merendera
4166,4168,Colchicum autumnale-type
7645,4169,Merendera-type
4539,4170,Merendera pyrenaica
311,4171,Conopodium-type
7646,4172,Convallaria
1931,4173,Convallaria-type
1333,4174,Cornus sanguinea-type
27667,4175,Cornus suecica
27667,4176,Cornus suecica-type
15529,4177,cf. Cornus suecica
27665,4178,Cornus mas
361,4179,Cornus mas/C. suecica
27665,4180,Cornus mas-type
27667,4181,Cornus cf. C. suecica
15529,4182,cf. Cornus
361,4183,Cornus mas/C. sanguinea
4185,4184,Coronilla emerus
9690,4185,Coronilla
23885,4186,Ceratocapnos claviculata
2262,4188,Corydalis solida-type
2262,4189,Pseudofumaria lutea-type
1259,4191,Corylus/Myrica
67,4192,Corylus maxima
347,4193,Cotinus-type
20681,4194,Cotinus coggygria
347,4195,Rhus/Cotinus
483,4196,Cotoneaster
483,4197,Cotoneaster-type
413,4198,Cousinia-type
3630,4199,Crassula aquatica
1327,4200,Cuscuta europaea-type
32,4201,Cynoglossum
32,4202,Cynoglossum-type
3517,4203,Cyperus longus-type
4206,4204,Cytisus scoparius
9690,4205,Cytisus
4205,4206,Cytisus sect. Spartopsis
4205,4207,Cytisus grandiflorus
4206,4208,Cytisus scoparius-type
346,4209,Fabaceae cf. Cytisus
9690,4210,Cytisus-type
417,4211,Dactylis-type
2680,4212,Daphne sericea
2680,4213,Daphne mezereum
2345,4214,Daphne/Thymelaea
2345,4215,Thymelaeaceae cf. Daphne
2345,4216,Thymelaea
15529,4217,cf. Thymelaeaceae
4219,4218,Datisca cannabina
4220,4219,Datisca
9106,4220,Datiscaceae
311,4221,Daucus-type
4223,4222,Daucus carota
311,4223,Daucus
350,4224,Delphinium/Aconitum
45,4226,Dianthus
2549,4227,Dianthus superbus-type
2549,4228,Dianthus lusitanus-type
1158,4229,Diapensia lapponica
1340,4230,Dipsacus-type
420,4231,Draba-type
81,4232,Drosera cf. D. rotundifolia
81,4233,Drosera cf. D. intermedia
81,4234,Drosera anglica
81,4235,Drosera rotundifolia/D. anglica
81,4236,Drosera undiff.
74,4237,Dulichium arundinaceum-type
32,4238,Echium-type
32,4239,Echium/Onosma
32,4240,Onosma-type
86,4241,Empetrum cf. E. nigrum
86,4242,Empetrum nigrum
4242,4243,Empetrum nigrum subsp. hermaphroditum
92,4245,Ericaceae subf. Ericoideae
848,4246,Ericales (tetrad)
2903,4247,Erica tetralix-type
4249,4248,Erica cinerea
2903,4249,Erica cinerea/E. tetralix
4255,4250,Erica arborea
2903,4251,Erica cf. E. tetralix
4247,4252,Erica tetralix
4256,4253,Erica australis
4258,4254,Erica umbellata
2903,4255,Erica arborea-type
2903,4256,Erica australis-type
2903,4257,Erica lusitanica
2903,4258,Erica umbellata-type
2903,4259,Erica cf. E. cinerea
2903,4260,Erica ciliaris-type
2903,4261,Erica undiff.
848,4262,Ericales cf. Erica
2903,4263,Erica scoparia-type
2903,4264,Erica terminalis
816,4265,Ephedra strobilacea-type
816,4266,Ephedra foeminea
816,4268,Ephedra strobilacea
816,4270,Ephedra cf. E. foeminea
817,4272,Ephedra distachya subsp. helvetica-type
816,4273,Ephedra cf. E. fragilis
817,4274,Ephedra cf. E. distachya
816,4275,Ephedra cf. E. strobilacea
817,4276,Ephedra major
445,4277,Onagraceae cf. Epilobium
9652,4278,Epilobium/Scrophulariaceae
74,4279,Eriophorum
74,4280,Eriophorum-type
3052,4281,Eryngium ilicifolium
103,4282,Euonymus europaeus
104,4283,Euphorbia dendroides
15529,4284,cf. Euphorbiaceae
15529,4285,cf. Euphorbia
284,4286,Euphrasia-type
15529,4287,Fagopyrum-type
417,4288,Festuca-type
1727,4289,Ficus carica
5277,4290,Filago-type
1428,4291,Filipendula ulmaria
1428,4292,Filipendula vulgaris
15529,4293,cf. Filipendula
483,4294,Filipendula-type
2945,4295,Fragaria vesca
256,4297,cf. Frangula alnus
256,4298,Rhamnus/Paliurus
4300,4299,Frankenia
7656,4300,Frankeniaceae
369,4301,Fraxinus excelsior-type
369,4302,Fraxinus angustifolia subsp. oxycarpa-type
4304,4303,Fraxinus angustifolia subsp. oxycarpa
369,4304,Fraxinus angustifolia
2262,4305,Fumaria
4308,4306,Gagea lutea-type
4308,4307,Gagea pratensis-type
1931,4308,Gagea-type
4308,4309,Paris/Gagea
4308,4310,Gagea nevadensis
733,4312,Rubiaceae cf. Galium
116,4313,Galium palustre
116,4314,Galium boreale
116,4315,Galium verum
9690,4316,Genista
346,4317,Fabaceae cf. Genista
9690,4318,Genista/Ulex
448,4319,Gentiana cf. G. pneumonanthe
119,4320,Gentiana purpurea-type
119,4321,Gentiana lutea/G. pneumonanthe
119,4322,Gentianaceae cf. Gentiana pneumonanthe
448,4323,Gentiana cf. G. verna
15529,4324,cf. Gentianaceae
119,4326,Gentiana olivieri-type
119,4327,Gentiana asclepiadea-type
448,4328,Gentiana purpurea
448,4329,Gentiana lutea
119,4330,Gentiana cruciata-type
448,4331,Gentiana punctata
119,4332,Gentiana/Gentianella
1024,4333,Gentianella amarella
1024,4334,Gentianella campestris
119,4335,Gentianaceae cf. Gentianella campestris
119,4336,Gentianella campestris-type
119,4337,Gentianella amarella-type
1024,4338,Gentianella cf. G. amarella
1024,4339,Gentianella tenella
119,4340,Gentianella tenella-type
1178,4341,Geranium-type
4342,4342,Geranium sylvaticum
120,4343,Geranium pratense-type
2160,4344,Geum cf. G. rivale
2160,4345,Geum rivale
2160,4346,Geum cf. G. urbanum
483,4347,Rosaceae cf. Geum
483,4348,Geum/Potentilla
825,4349,Potentilla undiff.
825,4350,Potentilla recta
242,4352,Rosaceae cf. Potentilla palustris
242,4353,Rosaceae cf. Potentilla bifurca
4354,4354,Glaucium-type
4354,4355,Glaucium flavum-type
5276,4357,Gnaphalium
5277,4358,Gnaphalium-type
45,4359,Gypsophila
4359,4360,Gypsophila undiff.
4359,4361,Gypsophila repens-type
4359,4362,Gypsophila fastigiata/G. repens
4359,4363,Gypsophila fastigiata
4359,4364,Gypsophila fastigiata-type
4359,4365,Gypsophila muralis
4359,4366,Gypsophila repens
2684,4367,Hedera helix
451,4368,Hedysarum cf. H. hedysaroides
9690,4369,Hedysarum/Ebenus
32,4370,Heliotropium-type
3581,4371,Helleborus undiff.
4372,4372,Helleborus/Chelidonium
311,4373,Heracleum-type
2537,4374,Heracleum sphondylium
4373,4375,Heracleum sphondylium-type
311,4376,Apiaceae cf. Heracleum sphondylium
45,4377,Herniaria
45,4378,Herniaria-type
7656,4379,cf. Herniaria
9690,4380,Hippocrepis-type
9690,4381,Hippocrepis
15529,4382,cf. Hippophae rhamnoides
420,4385,Hornungia-type
4387,4386,Hottonia
4390,4387,Hottonia/Samolus
15529,4388,cf. Hottonia
4386,4389,Hottonia palustris
244,4390,Hottonia-type
4387,4391,Samolus
4391,4392,Samolus valerandi
4393,4393,Hydrocharis morsus-ranae
2279,4394,Hydrocharis
514,4395,Hydrocotyle vulgaris
132,4396,Hypericum elodes
132,4397,Hypericum pulchrum-type
132,4398,Hypericum undiff.
132,4399,Hypericum pulchrum
132,4400,Hypericum androsaemum
132,4401,Hypericum calycinum-type
132,4402,Hypericum perforatum
132,4403,Hypericum assyriacum-type
132,4404,Hypericum tetrapterum
132,4405,Hypericum coris-type
135,4406,Ilex aquifolium
135,4407,Ilex aquifolium-type
9651,4408,Ilex/Lonicera
4410,4409,Iris pseudacorus-type
1931,4410,Iris-type
1932,4411,Iris pseudacorus
1073,4412,Jasione montana
4414,4413,Jasione montana-type
351,4414,Jasione-type
1710,4415,Juglans-type
983,4416,Juniperus communis
983,4418,Juniperus sabina
1340,4419,Knautia-type
1340,4420,Knautia/Succisa
2910,4421,Succisa pratensis
1340,4422,Succisa-type
1340,4423,Caprifoliaceae subf. Dipsacoideae cf. Succisa
7656,4424,cf. Koenigia islandica
9690,4425,Laburnum-type
5465,4426,Stachys/Lamium
5465,4427,Lamium
491,4428,Stachys sylvatica-type
373,4430,Larix-type
259,4431,Rhododendron tomentosum
15529,4432,cf. Fabaceae
515,4433,Lemna minor
858,4434,Ligustrum vulgare
2339,4435,Ligustrum-type
2339,4436,Oleaceae cf. Ligustrum
4435,4437,Ligustrum vulgare-type
1931,4438,Liliaceae-type undiff.
19368,4440,cf. Liliaceae
1931,4441,Lilium-type
4441,4442,Lilium martagon-type
1401,4443,Lilium martagon
284,4444,Limosella
698,4445,Linaria-type
698,4446,Antirrhinum/Linaria
636,4447,Linum bienne-type
636,4448,Linum catharticum
636,4449,Linum catharticum-type
4451,4450,Linum usitatissimum
636,4451,Linum usitatissimum-type
636,4452,Linum perenne
636,4453,Linum cf. L. perenne subsp. anglicum
4452,4454,Linum perenne subsp. anglicum
636,4455,Linum flavum
636,4456,Linum mucronatum-type
636,4457,Linum austriacum-type
636,4458,Linum usitatissimum/L. bienne
473,4459,Listera-type
473,4460,Listera
32,4461,Lithospermum
4461,4462,Lithospermum officinale
698,4463,Littorella-type
4466,4464,Lonicera periclymenum
164,4465,Lonicera xylosteum-type
164,4466,Lonicera periclymenum-type
164,4467,Lonicera nigra-type
4467,4468,Lonicera nigra
4465,4469,Lonicera xylosteum
164,4470,Lonicera undiff.
15529,4471,cf. Lonicera
164,4472,Lonicera implexa
15529,4473,cf. Loranthaceae
3583,4474,Loranthus europaeus
2904,4475,Lotus corniculatus
2904,4476,Lotus uliginosus
2904,4477,Lotus cf. L. corniculatus
2904,4478,Lotus uliginosus-type
2904,4479,Lotus undiff.
2904,4480,Lotus cf. L. uliginosus
1177,4481,Luronium-type
147,4482,Luzula
147,4483,Juncus/Luzula
543,4484,Lycium-type
654,4485,Lycopus europaeus
5464,4486,Lycopus/Mentha
2286,4487,Mentha longifolia
539,4488,Lysimachia nemorum
244,4489,Lysimachia-type
539,4490,Lysimachia cf. Lysimachia vulgaris
539,4491,Lysimachia nummularia
539,4492,Lysimachia nemorum-type
539,4493,Lysimachia nummularia-type
336,4494,Lythrum portula-type
336,4495,Lythrum portula
336,4496,Lythrum salicaria-type
1278,4497,Lythrum-type
15529,4498,cf. Lythrum
973,4500,Berberis aquifolium-type
4504,4502,Maianthemum bifolium
1931,4503,Maianthemum-type
7646,4504,Maianthemum
483,4505,Malus
483,4506,Malus-type
483,4507,Malus/Crataegus sect. Mespilus
23540,4508,Crataegus germanica
483,4509,Crataegus sect. Mespilus-type
715,4510,Prunus cf. P. padus
245,4511,Prunus dulcis-type
715,4512,Prunus padus
245,4513,Prunus spinosa-type
715,4514,Prunus avium
715,4515,Prunus avium/P. spinosa
483,4516,Rosaceae cf. Prunus
715,4517,Prunus spinosa
715,4518,Prunus cf. P. avium
483,4519,Pyrus
27285,4520,Malva-type
5465,4521,Marrubium
5465,4522,Lamiaceae cf. Marrubium
22590,4523,Matricaria
1404,4524,Medicago sativa subsp. falcata
4528,4525,Medicago sativa-type
469,4526,Medicago lupulina
346,4527,Fabaceae cf. Medicago sativa subsp. falcata
9690,4528,Medicago-type
346,4529,Fabaceae cf. Medicago minima
3163,4530,Menyanthes trifoliata-type
4532,4531,Mercurialis annua
2927,4532,Mercurialis annua-type
4536,4533,Mercurialis perennis
2927,4534,Mercurialis undiff.
15529,4535,cf. Mercurialis
2927,4536,Mercurialis perennis-type
4537,4537,Mercurialis-type
2927,4538,Mercurialis cf. M. perennis
7645,4539,Merendera
2287,4540,Mertensia maritima
661,4541,Monotropa hypopitys
2566,4542,Montia fontana
9709,4543,Portulaca/Montia
2735,4544,Montia fontana-type
7656,4545,cf. Montia
7644,4546,Muscari
1931,4547,Muscari-type
665,4548,Myosotis arvensis-type
32,4549,cf. Myosotis
4552,4550,Myricaria germanica
15529,4551,cf. Myricaria
1309,4552,Myricaria
188,4553,Myriophyllum cf. M. spicatum
188,4554,Myriophyllum cf. M. verticillatum
188,4555,Myriophyllum cf. M. alterniflorum
883,4556,Myrtus
4556,4557,Myrtus communis
5221,4558,Narcissus
4558,4559,Narcissus bulbocodium
1931,4560,Narcissus pseudonarcissus-type
4563,4561,Narthecium
4561,4562,Narthecium ossifragum
7649,4563,Narthecium-type
1931,4564,Liliaceae-type cf. Narthecium
21600,4565,Nephrophyllidium crista-galli
32,4566,Nonea
190,4567,Nuphar lutea
190,4568,Nuphar pumila
190,4569,Nuphar cf. N. lutea
192,4570,Nymphaea cf. N. candida
192,4572,Nymphaea candida
192,4573,Nymphaea alba-type
192,4575,Nymphaea tetragona
1245,4576,Nymphoides peltata
1693,4577,Cornaceae subf. Nyssoideae
5262,4578,Odontites
15529,4579,cf. Odontites
5262,4580,Odontites-type
4582,4581,Olea europaea subsp. africana
2338,4582,Olea europaea
9652,4583,Oleaceae/Brassicaceae
2339,4584,Oleaceae cf. Olea
9690,4585,Onobrychis
9690,4586,Onobrychis-type
346,4587,Fabaceae cf. Onobrychis
9690,4588,Ononis
842,4589,Ononis baetica-type
4592,4590,Ornithogalum umbellatum
1931,4591,Ornithogalum-type
7644,4592,Ornithogalum
936,4593,Oxalis acetosella
256,4594,Paliurus-type
3589,4595,Paliurus spina-christi
1931,4596,Paris-type
9889,4597,Pentaglottis sempervirens
9146,4598,Penthorum sedoides
417,4599,Phragmites
417,4600,Phragmites-type
4600,4601,Phragmites australis-type
4599,4602,Phragmites australis
2296,4603,Picea omorika
311,4607,Pimpinella-type
4607,4608,Pimpinella major-type
311,4609,Pimpinella
4607,4610,Pimpinella saxifraga-type
4609,4611,Pimpinella anisum
1050,4612,Pinguicula vulgaris
4613,4613,cf. Pinguicula
385,4614,Pinus subg. Pinus-type
385,4615,Pinus subg. Strobus-type
213,4617,Pinus peuce
4630,4618,Pinus halepensis
5517,4619,Pinus pinaster
212,4620,Pinus sylvestris-type
385,4621,Pinus (type A)
385,4622,Pinus (type 2)
533,4625,Pinus-type
213,4626,Pinus cembra-type
3679,4627,Pinus sibirica
3679,4628,Pinus pumila
5518,4629,Pinus nigra subsp. laricio
212,4630,Pinus halepensis-type
388,4631,Pistacia terebinthus
9690,4632,Pisum
4632,4633,Pisum sativum
480,4634,Plantago atrata
480,4635,Plantago coronopus
480,4636,Plantago maritima/P. alpina
480,4637,Plantago tenuiflora
480,4638,Plantago cf. P. media
480,4639,Plantago alpina-type
480,4640,Plantago cf. P. coronopus
698,4641,Plantago-type
480,4642,Plantago atrata-type
480,4644,Plantago cf. P. lanceolata
480,4645,Plantago ovata-type
480,4646,Plantago tenuiflora-type
480,4647,Plantago alpina
480,4648,Plantago cylindrica-type
480,4649,Plantago arenaria
480,4650,Plantago major/P. maritima
480,4651,Plantago cf. P. crassifolia
480,4652,Plantago cf. P. alpina
480,4653,Plantago cf. P. tenuiflora
480,4654,Plantago radicata-type
480,4655,Plantago cf. P. major
480,4656,Plantago albicans
480,4657,Plantago arenaria-type
480,4659,Plantago holosteum-type
480,4660,Plantago lagopus-type
480,4661,Plantago officinarum
15529,4662,cf. Platanus
3701,4663,Pleurospermum austriacum
4665,4664,Pleurospermum austriacum-type
311,4665,Pleurospermum-type
798,4666,Polemonium caeruleum
223,4667,Polemonium-type
391,4668,Polycnemum
2555,4669,Paronychia polygonifolia-type
4670,4670,Polycnemum/Paronychia
1072,4671,Polygala vulgaris
4672,4672,Polygala-type
4672,4673,Polygala vulgaris-type
4687,4674,Aconogonon alpinum
9517,4675,Bistorta officinalis/B. vivipara
9517,4676,Bistorta cf. B. vivipara
702,4677,Polygonaceae cf. Bistorta officinalis
702,4678,Polygonum-type sensu lato
2291,4679,Polygonum cognatum-type
9515,4680,Persicaria cf. P. maculosa
15529,4682,cf. Bistorta officinalis
2291,4685,Polygonum oxyspermum
15529,4686,cf. Persicaria amphibia
9518,4687,Aconogonon alpinum-type
389,4688,Populus tremula-type
516,4689,Stuckenia cf. S. pectinata
5664,4694,Stuckenia-type
516,4695,Stuckenia filiformis-type
517,4697,Potamogeton nodosus
517,4698,Potamogeton natans
517,4699,Potamogeton perfoliatus
516,4700,Stuckenia pectinata
517,4702,Potamogeton lucens
484,4703,Primula farinosa
484,4704,Primula farinosa-type
484,4705,Primula scandinavica-type
484,4706,Primula vulgaris
484,4707,Primula vulgaris-type
484,4708,Primula veris-type
244,4709,Primula-type
484,4710,Primula elatior-type
4711,4711,cf. Prosopis
2667,4712,Pterocarya fraxinifolia
251,4713,Quercus cerris-type
251,4714,Quercus pubescens-type
15529,4715,cf. Quercus
25598,4716,Quercus coccifera
25595,4717,Quercus ilex
25598,4718,Quercus suber
25595,4719,Quercus robur
25598,4720,Quercus cerris
251,4721,Quercus suber-type
25599,4722,Quercus frainetto
251,4723,Quercus robur/Q. cerris
25595,4725,Quercus petraea
251,4726,Quercus ilex/Q. coccifera
2276,4727,Radiola
4727,4728,Radiola linoides
815,4729,Ranunculus flammula-type
549,4730,Ranunculus sceleratus/R. repens
549,4731,Ranunculus cf. R. bulbosus
549,4732,Ranunculus repens
815,4733,Ranunculus asiaticus-type
815,4734,Ranunculus sceleratus-type
549,4735,Ranunculus flammula
549,4736,Ranunculus arvensis
1105,4737,Ranunculus peltatus-type
1105,4738,Ranunculus circinatus
4740,4739,Ranunculus trichophyllus
3124,4740,Ranunculus aquatilis
549,4741,Ranunculus batrachioides
4742,4742,cf. Ranunculus
815,4743,Ranunculus parviflorus-type
549,4744,Ranunculus sceleratus
549,4745,Ranunculus cf. R. sceleratus
549,4746,Ranunculus polyphyllus
4750,4747,Reseda
2482,4748,Reseda lutea-type
4749,4749,cf. Reseda lutea
2482,4750,Reseda/Sesamoides
92,4751,Rhododendron lapponicum-type
260,4752,Rhus coriaria-type
486,4753,Rhynchospora alba-type
262,4754,Ribes rubrum-type
262,4755,Ribes cf. R. rubrum
262,4756,Ribes cf. R. alpinum
262,4757,Ribes nigrum
262,4758,Ribes alpinum
483,4759,Rosa-type
483,4760,Rosaceae cf. Rosa
715,4761,Prunus subg. Amygdalus
483,4762,Rosaceae (type A)
483,4763,Rosaceae (type B)
483,4764,Rosaceae trees
267,4765,Rubus fruticosus
267,4766,Rubus saxatilis
483,4767,Rosaceae cf. Rubus idaeus
1419,4768,Rubus idaeus-type
267,4769,Rubus undiff.
45,4770,Sagina
4770,4771,Sagina cf. S. nodosa
4770,4772,Sagina cf. S. procumbens
45,4773,Caryophyllaceae cf. Sagina
4770,4774,Sagina nodosa
270,4775,Sagittaria sagittifolia
271,4776,Salix pentandra-type
271,4777,Salix reticulata
271,4778,Salix cf. S. herbacea
271,4779,Salix glauca-type
271,4781,Salix polaris-type
275,4782,Sambucus ebulus
275,4783,Sambucus nigra
275,4784,Sambucus racemosa
275,4785,Sambucus undiff.
275,4786,Sambucus cf. S. nigra
9524,4787,Viburnum/Sambucus
275,4788,Sambucus racemosa-type
275,4789,Sambucus cf. S. ebulus
275,4790,Sambucus cf. S. racemosa
15529,4791,cf. Sambucus racemosa
15529,4792,cf. Sambucus nigra
3454,4793,Sanguisorba minor subsp. minor
980,4794,Sanguisorba officinalis-type
277,4795,Sanguisorba major
980,4796,Sanguisorba minor-type
483,4797,Sarcopoterium spinosum/Sanguisorba minor
483,4798,Sarcopoterium
5464,4799,Satureja
5464,4800,Satureja/Ziziphora
281,4801,Saxifraga cespitosa-type
487,4802,Saxifraga cf. S. oppositifolia
281,4803,Saxifraga granulata-type
487,4804,Saxifraga hirculus
281,4805,Saxifraga hirculus-type
487,4806,Saxifraga hypnoides
281,4807,Saxifraga hypnoides-type
487,4808,Saxifraga oppositifolia/S. aizoides
9128,4809,Micranthes stellaris
487,4810,Saxifraga cf. S. cespitosa
487,4811,Saxifraga cf. S. rivularis
487,4812,Saxifraga cf. S. hypnoides
487,4813,Saxifraga cf. S. aizoides
487,4814,Saxifraga granulata
487,4815,Saxifraga rosacea
487,4816,Saxifraga rivularis
281,4817,Saxifraga hirsuta-type
281,4818,Saxifraga aizoides-type
487,4819,Saxifraga caesia
487,4820,Saxifraga cernua/S. rivularis
487,4821,Saxifraga rotundifolia
9128,4823,Micranthes cf. M. nivalis
281,4825,Saxifraga exarata-type
1325,4826,Scabiosa columbaria
4828,4827,Scabiosa columbaria-type
1340,4828,Scabiosa-type
1325,4829,Scabiosa rotata
1325,4830,Scabiosa olivieri
1325,4831,Scabiosa undiff.
4828,4832,Scabiosa canescens-type
2131,4833,Scheuchzeria palustris-type
74,4834,Schoenus-type
74,4835,Schoenus
4836,4836,Sciadopitys
74,4837,Scirpus
7633,4838,Schoenoplectus lacustris
7630,4839,Bolboschoenus maritimus
26933,4840,Schoenoplectus lacustris-type
26933,4841,Schoenoplectus sect. Schoenoplectus-type
74,4842,Scirpus-type
26933,4844,Schoenoplectus tabernaemontani-type
2907,4845,Scleranthus annuus
45,4846,Caryophyllaceae cf. Scleranthus
160,4847,Scorzonera-type
4847,4848,Scorzonera humilis-type
160,4849,Scorzonera
4849,4850,Scorzonera humilis
4102,4851,Sempervivum
886,4852,Senecio cf. S. congestus
413,4853,Serratula-type
413,4854,Serratula
27574,4855,Sibbaldia procumbens
420,4856,Sinapis-type
311,4857,Sium
4504,4858,Maianthemum stellatum
15529,4859,cf. Solanaceae
1262,4860,Solanum cf. S. nigrum
3031,4861,Solanum dulcamara-type
1262,4862,Solanum nigrum
3031,4863,Solanum nigrum-type
2279,4864,Stratiotes
4864,4865,Stratiotes aloides
4867,4866,Tamus communis
7650,4867,Dioscoreaceae
160,4868,Taraxacum-type
160,4869,Asteraceae subf. Cichorioideae cf. Taraxacum
299,4870,Taxus baccata
3408,4871,Teucrium scorodonia
5465,4872,Teucrium-type
300,4873,Thalictrum alpinum
7656,4874,Chenopodium/Thalictrum
15529,4875,cf. Thalictrum
300,4876,Thalictrum flavum
1657,4877,Thesium
5464,4878,Thymus-type
5464,4879,Lamiaceae cf. Thymus
5464,4880,Thymus
302,4881,Tilia í„ vulgaris
302,4882,Tilia platyphyllos-type
302,4883,Tilia cordata-type
302,4884,Tilia undiff.
302,4885,Tilia tomentosa
3473,4886,Tilia platyphyllos subsp. cordifolia
22588,4887,Solidago
293,4888,Sparganium erectum-type
908,4889,Sparganium cf. S. natans
293,4890,Sparganium emersum-type
908,4891,Sparganium erectum
293,4892,Sparganium natans-type
908,4893,Sparganium emersum
908,4894,Sparganium (monad)
908,4895,Sparganium (tetrad)
20084,4896,Typha (tetrad) undiff.
9774,4897,Typha-type
751,4898,Typha (monad) undiff.
751,4899,Typha cf. T. angustifolia
9774,4900,cf. Typha angustifolia
751,4901,Typha latifolia/T. angustifolia
751,4902,Typha minima
4903,4903,cf. Tofieldia
311,4904,Torilis
311,4905,Torilis arvensis-type
2690,4906,Trapa natans
2228,4907,Trientalis europaea
4919,4908,Trifolium medium-type
27609,4909,Trifolium montanum
4918,4910,Trifolium montanum-type
27610,4911,Trifolium spadiceum
1078,4912,Trifolium undiff.
27609,4913,Trifolium cf. T. repens
4919,4914,Trifolium alpestre-type
27608,4915,Trifolium striatum
4919,4916,Trifolium striatum-type
27608,4917,Trifolium arvense
762,4918,Trifolium subg. Lotoidea-type
762,4919,Trifolium subg. Trifolium-type
968,4920,Triglochin cf. T. palustris
5664,4921,Triglochin-type
4925,4922,Trollius
4922,4923,Trollius europaeus
4924,4924,cf. Trollius europaeus
350,4925,Trollius-type
7648,4926,Tulipa sylvestris
1931,4927,Tulipa-type
310,4930,Ulmus (type A)
310,4931,Ulmus (type B)
310,4932,Ulmus pumila
1203,4933,Ulmus/Zelkova
2692,4934,Zelkova abelicea
311,4935,Apiaceae (type 1)
311,4936,Apiaceae (type 2)
311,4937,Apiaceae (type 3)
4939,4938,Umbilicus
68,4939,Umbilicus-type
3602,4940,Urtica dioica
498,4941,Urtica urens
314,4942,Urtica pilulifera-type
498,4943,Urtica cf. U. dioica
498,4944,Urtica undiff.
15529,4945,cf. Urtica
1816,4946,Cannabaceae/Urticaceae
15529,4947,cf. Utricularia
316,4948,Utricularia minor
316,4949,Utricularia vulgaris
317,4950,Vaccinium myrtillus-type
317,4951,Vaccinium myrtillus
317,4952,Vaccinium sect. Oxycoccus
317,4953,Vaccinium uliginosum
318,4954,Valeriana cf. V. officinalis subsp. sambucifolia
318,4955,Valeriana dioica
527,4956,Valeriana officinalis-type
2311,4957,Valeriana officinalis subsp. sambucifolia
4955,4958,Valeriana dioica subsp. simplicifolia
318,4959,Valeriana cf. V. dioica
318,4960,Valeriana tripteris
527,4961,Valeriana dioica-type
527,4962,Valeriana tripteris-type
2895,4963,Valerianella dentata
284,4964,Verbascum
284,4965,Verbascum-type
500,4966,Verbena officinalis
4967,4967,cf. Viburnum
397,4968,Viburnum lantana
397,4969,Viburnum lantana-type
397,4970,Viburnum tinus
4972,4971,Viola arvensis
332,4972,Viola arvensis-type
332,4973,Viola palustris-type
332,4974,Viola riviniana-type
332,4975,Viola tricolor
4973,4976,Viola palustris
1334,4977,Viscum album
4978,4978,cf. Viscum
4980,4979,Vitex agnus-castus
460,4980,Vitex
538,4981,Zea undiff.
9546,4982,Anogramma leptophylla
1348,4983,Asplenium trichomanes-ramosum
9541,4985,cf. Athyrium
9551,4986,Athyrium/Woodsia
33,4987,Botrychium boreale-type
33,4988,Botrychium lunaria-type
2675,4989,Blechnum spicant
839,4990,Cystopteris fragilis-type
604,4991,Cystopteris undiff.
