3455,FALSE,Linnaeus,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Fabidae,Rosales,Rosaceae,Sorbus-type,,,,,,,
24696,FALSE,"Cesati & De Notaris, 1863",Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Sordaria,,,,,,,,,,,,
5547,FALSE,"G. Winter, 1885",Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,,,,,,,,,,,,,
9978,FALSE,"Chadefaud ex D. Hawksworth & O.E. Eriksson, 1986",Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,,
23121,FALSE,"O.E. Eriksson & Winka, 1997",Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,,,,,,,,,,,,,,,
23122,FALSE,unknown,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetes Incertae sedis,,,,,,,,,,,,,,,
23126,FALSE,"O.E. Eriksson & Winka, 1997",Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,,,,,,,,,,,,,,,
6965,FALSE,"Linnaeus, 1758",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,,,,,,,,,,,,,
7460,FALSE,"De Kay, 1842",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),,,,,,,,,,,,
7518,FALSE,"De Kay, 1842",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex) sp.,,,,,,,,,,,,
7461,FALSE,"Linnaeus, 1758",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Sorex),,,,,,,,,,,,
13859,FALSE,"Richardson, 1828",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex aff. S. palustris,,,,,,,,,,,
6514,FALSE,"Kerr, 1792",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Sorex),Sorex arcticus,,,,,,,,,,,
6515,FALSE,"Diersing & Hoffmeister, 1977",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex arizonae,,,,,,,,,,,,
6516,FALSE,"(Merriam, 1884)",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex bendirii,,,,,,,,,,,
23907,FALSE,"Kerr, 1792",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex cf. S. cinereus,,,,,,,,,,,
7711,FALSE,"Richardson, 1828",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex cf. S. palustris,,,,,,,,,,,,
6517,FALSE,"Kerr, 1792",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex cinereus,,,,,,,,,,,
7462,FALSE,"Hollister, 1911",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex cinereus,Sorex cinereus fontinalis,,,,,,,,,,
7694,FALSE,"Kerr, 1792|Baird, 1857",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex cinereus/S. haydeni,,,,,,,,,,,
6518,TRUE,"Hibbard, 1944",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex cudahyensis,,,,,,,,,,,,
6519,FALSE,"Batchelder, 1911",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex dispar,,,,,,,,,,,
15292,TRUE,"Hibbard, 1956",,,,,,,,,,,,,,,,,,,,
6520,FALSE,unknown,,,,,,,,,,,,,,,,,,,,
6521,FALSE,"G.M. Miller, 1895",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex fumeus,,,,,,,,,,,
6522,FALSE,"Anthony & Goodwin, 1924",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex gaspensis,,,,,,,,,,,
13395,TRUE,"Hibbard & Bjork, 1971",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex hagermanensis,,,,,,,,,,,,
6523,FALSE,"Baird, 1857",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex haydeni,,,,,,,,,,,
6524,FALSE,"Baird, 1857",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex hoyi,,,,,,,,,,,
6525,FALSE,unknown,,,,,,,,,,,,,,,,,,,,
6526,FALSE,"Hall & Gilmore, 1932",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex jacksoni,,,,,,,,,,,
6527,TRUE,"McMullen, 1975",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex kansasensis,,,,,,,,,,,,
6528,TRUE,"Hibbard, 1944",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex lacustris,,,,,,,,,,,,
13394,TRUE,"Hibbard, 1956",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex leahyi,,,,,,,,,,,,
6529,FALSE,"Bachman, 1837",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex longirostris,,,,,,,,,,,
6530,FALSE,"Merriam, 1902",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex lyelli,,,,,,,,,,,
6531,TRUE,"Paulson, 1961",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex megapalustris,,,,,,,,,,,,
6532,TRUE,"Hibbard & Bjork, 1971",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex meltoni,,,,,,,,,,,,
6533,FALSE,"Dobson, 1890",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex merriami,,,,,,,,,,,,
7442,FALSE,"Dobson, 1890|Merriam, 1890",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex merriami/S. monticolus,,,,,,,,,,,,
6534,FALSE,"Merriam, 1890",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex monticolus,,,,,,,,,,,
6535,FALSE,"Merriam, 1890|Baird, 1857",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex monticolus/S. vagrans,,,,,,,,,,,
6536,FALSE,"Merriam, 1895",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex nanus,,,,,,,,,,,
6537,FALSE,"Merriam, 1895",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex ornatus,,,,,,,,,,,
7463,FALSE,"Grinnell, 1913",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex ornatus,Sorex ornatus sinuosus,,,,,,,,,,
6538,FALSE,"Coues, 1877",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex pacificus,,,,,,,,,,,
6539,FALSE,"Richardson, 1828",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex palustris,,,,,,,,,,,
13396,TRUE,"Hibbard & Bjork, 1971",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex powersi,,,,,,,,,,,,
6540,TRUE,"(Hibbard, 1944)",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex pratensis,,,,,,,,,,,,
6541,FALSE,"Jackson, 1922",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex preblei,,,,,,,,,,,
6966,FALSE,"Merriam, 1895",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex pribilofensis,,,,,,,,,,,
13384,TRUE,"Hibbard, 1953",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex rexroadensis,,,,,,,,,,,,
13388,TRUE,"Hibbard, 1956",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex sandersi,,,,,,,,,,,,
6542,TRUE,"Jammot, 1972",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex scottensis,,,,,,,,,,,,
6543,FALSE,unknown,,,,,,,,,,,,,,,,,,,,
6544,FALSE,"Linnaeus, 1758",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex sp.,,,,,,,,,,,,
13393,TRUE,"Hibbard, 1937",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex taylori,,,,,,,,,,,,
6545,FALSE,"Merriam, 1895",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex tenellus,,,,,,,,,,,
6546,FALSE,"Baird, 1857",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex trowbridgii,,,,,,,,,,,,
6547,FALSE,"Merriam, 1900",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Sorex),Sorex tundrensis,,,,,,,,,,,
6548,FALSE,"Baird, 1857",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,Sorex,Sorex (Otisorex),Sorex vagrans,,,,,,,,,,,
6549,FALSE,"G. Fischer, 1814",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,Soricidae,,,,,,,,,,,,,,
6829,FALSE,"Gregory, 1910",Animalia,Vertebrata,Mammalia,Lipotyphla,Soricomorpha,,,,,,,,,,,,,,,
22708,FALSE,"A. Saint-Hilaire, 1821",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Fabidae,Rosales,Urticalean Rosids,Moraceae,Sorocea,,,,,,
27304,FALSE,"Jacquin, 1789",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Campanulidae,Apiidae,Apiales,Apiaceae,Spananthe,,,,,
14896,FALSE,"Hanin, 1811",,,,,,,,,,,,,,,,,,,,
27581,FALSE,"Hanin, 1811|Jussieu, 1789",,,,,,,,,,,,,,,,,,,,
908,FALSE,Linnaeus,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Commelinidae,Poales,Typhaceae,Sparganium,,,,,,,,
4894,FALSE,Linnaeus,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Commelinidae,Poales,Typhaceae,Sparganium,Sparganium (monad),,,,,,,
4895,FALSE,Linnaeus,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Commelinidae,Poales,Typhaceae,Sparganium,Sparganium (tetrad),,,,,,,
27607,FALSE,"Michaux, 1803",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Commelinidae,Poales,Typhaceae,Sparganium-type,Sparganium angustifolium-type,,,,,,,
14978,FALSE,unknown,,,,,,,,,,,,,,,,,,,,
4889,FALSE,Linnaeus,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Commelinidae,Poales,Typhaceae,Sparganium,Sparganium cf. S. natans,,,,,,,
4893,FALSE,Rehmann,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Commelinidae,Poales,Typhaceae,Sparganium,Sparganium emersum,,,,,,,
4890,FALSE,Rehmann,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Commelinidae,Poales,Typhaceae,Sparganium-type,Sparganium emersum-type,,,,,,,
4891,FALSE,Linnaeus,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Commelinidae,Poales,Typhaceae,Sparganium,Sparganium erectum,,,,,,,
4888,FALSE,Linnaeus,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Commelinidae,Poales,Typhaceae,Sparganium-type,Sparganium erectum-type,,,,,,,
14979,FALSE,unknown,,,,,,,,,,,,,,,,,,,,
4892,FALSE,Linnaeus,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Commelinidae,Poales,Typhaceae,Sparganium-type,Sparganium natans-type,,,,,,,
293,FALSE,Linnaeus,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Commelinidae,Poales,Typhaceae,Sparganium-type,,,,,,,,
5324,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Fabidae,Fabales,Fabaceae,Fabaceae subf. Faboideae,Spartium,,,,,,
5325,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Fabidae,Fabales,Fabaceae,Fabaceae subf. Faboideae,Spartium,Spartium junceum,,,,,
15038,FALSE,unknown,,,,,,,,,,,,,,,,,,,,
21269,FALSE,unknown,,,,,,,,,,,,,,,,,,,,
23857,FALSE,"Heister ex A. de Candolle, 1830",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Campanulidae,Apiidae,Asterales,Campanulaceae,Specularia,,,,,
22657,FALSE,"(Molina, 1782)",,,,,,,,,,,,,,,,,,,,
2932,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Caryophyllaceae/Amaranthaceae,Caryophyllaceae,Spergula,,,,,,,,
2933,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Caryophyllaceae/Amaranthaceae,Caryophyllaceae,Spergula,Spergula arvensis,,,,,,,
2937,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Caryophyllaceae/Amaranthaceae,Caryophyllaceae,Spergula-type,Spergula arvensis-type,,,,,,,
1313,FALSE,"Linnaeus, 1753|(Persoon) J. Presl & C. Presl, 1819",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Caryophyllaceae/Amaranthaceae,Caryophyllaceae,Spergula/Spergularia,,,,,,,,
2936,FALSE,"(Persoon) J. Presl & C. Presl, 1819",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Caryophyllaceae/Amaranthaceae,Caryophyllaceae,Spergularia,,,,,,,,
22794,FALSE,"(Persoon) J. Presl & C. Presl, 1819",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Caryophyllaceae/Amaranthaceae,Caryophyllaceae,Spergularia,Spergularia sp.,,,,,,,
2935,FALSE,"(Persoon) J. Presl & C. Presl, 1819",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Caryophyllaceae/Amaranthaceae,Caryophyllaceae,Spergularia-type,,,,,,,,
2934,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Caryophyllaceae/Amaranthaceae,Caryophyllaceae,Spergula-type,,,,,,,,
9800,FALSE,Linnaeus,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Gentianales ,Rubiaceae,Spermacoce-type,Spermacoce,,,,
2486,FALSE,Linnaeus,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Gentianales ,Rubiaceae,Spermacoce-type,,,,,
5480,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,,,,,,,,,,,,,,,,,
5481,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,,,,,,,,,,,,,,,,
20,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (aquatics),,,,,,,,,,,,,,,
2869,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff. (dry forest trees/shrubs),,,,,,,,,,,,,,
23756,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (exotic),,,,,,,,,,,,,,,
25145,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff. (forest),,,,,,,,,,,,,,
25141,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (upland herbs),Spermatophyta undiff. (grassland),,,,,,,,,,,,,,
25142,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff. (high scrub),,,,,,,,,,,,,,
25143,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff. (low scrub),,,,,,,,,,,,,,
2873,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff. (lowland forest trees),,,,,,,,,,,,,,
2874,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff. (montane forest trees),,,,,,,,,,,,,,
25144,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (aquatics),Spermatophyta undiff. (palustrine),,,,,,,,,,,,,,
2782,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff. (shrubs),,,,,,,,,,,,,,
3010,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff. (trees),,,,,,,,,,,,,,
1351,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (trees/shrubs),,,,,,,,,,,,,,,
5482,FALSE,"Britton & Brown, 1896 [P.D. Cantino & M.J. Donoghue, 2007]",Plantae,Tracheophyta,Spermatophyta,Spermatophyta undiff.,Spermatophyta undiff. (upland herbs),,,,,,,,,,,,,,,
6917,FALSE,"F. Cuvier, 1825",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,,,,,,,,,,,,,
7515,FALSE,"Merriam, 1897",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Callospermophilus),,,,,,,,,,,,
7516,FALSE,"J.A. Allen, 1877",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Ictidomys),,,,,,,,,,,,
7513,FALSE,"Brandt, 1844",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Otospermophilus),,,,,,,,,,,,
7514,FALSE,"A.H. Howell, 1938",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Poliocitellus),,,,,,,,,,,,
7512,FALSE,"F. Cuvier, 1825",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Spermophilus),,,,,,,,,,,,
7511,FALSE,"Merriam, 1892",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Xerospermophilus),,,,,,,,,,,,
7517,FALSE,"Merriam, 1892",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Xerospermophilus),Spermophilus (Xerospermophilus) sp.,,,,,,,,,,,
13860,TRUE,"(Hibbard, 1941)",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus aff. S. howelli,,,,,,,,,,,,
6550,FALSE,"Kennicott, 1863",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Spermophilus),Spermophilus armatus,,,,,,,,,,,
6551,FALSE,"(Richardson, 1829)",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Otospermophilus),Spermophilus beecheyi,,,,,,,,,,,
6552,FALSE,"Merriam, 1888",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Spermophilus),Spermophilus beldingi,,,,,,,,,,,
6553,FALSE,"Merriam, 1888|Kennicott, 1863",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Spermophilus),Spermophilus beldingi/S. elegans,,,,,,,,,,,
13521,TRUE,"Gidley, 1922",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus bensoni,,,,,,,,,,,,
13531,TRUE,"Skinner & Hibbard, 1972",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus boothi,,,,,,,,,,,,
6554,FALSE,"(A. H. Howell, 1928)",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Spermophilus),Spermophilus brunneus,,,,,,,,,,,
7794,FALSE,"Kennicott, 1863",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus cf. S. armatus,,,,,,,,,,,,
14673,FALSE,"Kennicott, 1863",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus cf. S. elegans,,,,,,,,,,,,
21895,TRUE,"(Hibbard, 1941)",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus howelli,Spermophilus cf. S. howelli,,,,,,,,,,,
22488,FALSE,"Say, 1823",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Callospermophilus),Spermophilus cf. S. lateralis,,,,,,,,,,,
23908,TRUE,"Richardon, 1825",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Xerospermophilus),Spermophilus cf. S. parryii,,,,,,,,,,,
14693,FALSE,"Bennett, 1833",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus cf. S. spilosoma,,,,,,,,,,,,
7451,FALSE,"(Mitchill, 1821)",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus cf. S. tridecemlineatus,,,,,,,,,,,,
13532,TRUE,"Gidley, 1922",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Spermophilus),Spermophilus cochisei,,,,,,,,,,,
6556,FALSE,"(Ord, 1815)",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus columbianus,,,,,,,,,,,,
6555,TRUE,"(Hibbard, 1941)",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Spermophilus),Spermophilus cragini,,,,,,,,,,,
13533,TRUE,"Hibbard, 1954",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus dotti,,,,,,,,,,,,
6557,FALSE,"Kennicott, 1863",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Spermophilus),Spermophilus elegans,,,,,,,,,,,
7450,FALSE,"Kennicott, 1863|(Sabine, 1822)",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus (Spermophilus),Spermophilus elegans/S. richardsonii,,,,,,,,,,,
6559,TRUE,"(Strain, 1966)",Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,Xerinae,Spermophilus,Spermophilus finlayensis,,,,,,,,,,,,
