Animalia,Vertebrata,Mammalia,Rodentia,?Spermophilus parryii,,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Rodentia,?Spermophilus richardsonii,,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Rodentia,?Spermophilus russelli,,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Rodentia,?Spermophilus sp.,,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Rodentia,?Spermophilus tridecemlineatus,,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,?Spilogale putorius,,,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Proboscidea,Proboscidea incertae sedis,?Stegomastodon sp.,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,?Sus scrofa,,,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Lagomorpha,Leporidae,?Sylvilagus nuttallii,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,?Sylvilagus sp.,,,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,?Synaptomys sp.,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,?Tamias sp.,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,?Tamias striatus,,,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,?Tamiasciurus hudsonicus,,,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Perissodactyla,Tapiridae,?Tapirus sp.,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Artiodactyla,Antilocapridae,?Tetrameryx sp.,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Rodentia,?Thomomys sp.,,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Artiodactyla,Camelidae,?Titanotylopus sp.,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Carnivora,Carnivora incertae sedis,?Urocyon sp.,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Carnivora,Carnivora incertae sedis,?Ursidae,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Carnivora,Carnivora incertae sedis,?Ursus,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Carnivora,Carnivora incertae sedis,?Ursus americanus,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Carnivora,Carnivora incertae sedis,?Ursus sp.,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Carnivora,Carnivora incertae sedis,?Vulpes sp.,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Carnivora,Carnivora incertae sedis,?Vulpes vulpes,,,,,,,,,,,,,,
Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Abdiunguis,,,,,,,,,,,,,,
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Abdiunguis,Abdiunguis sp.,,,,,,,,,,,,,
Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Campanulidae,Apiidae,Dipsacales,Caprifoliaceae,Caprifoliaceae subf. Linnaeoideae,Abelia,,,,
Plantae,Tracheophyta,Spermatophyta,Pan-Coniferae,Coniferae,Pinaceae,Pinaceae (vesiculate),Abies,,,,,,,,,,,,
Plantae,Tracheophyta,Spermatophyta,Pan-Coniferae,Coniferae,Pinaceae,Pinaceae (vesiculate),Abies,Abies alba,,,,,,,,,,,
Plantae,Tracheophyta,Spermatophyta,Pan-Coniferae,Coniferae,Pinaceae,Pinaceae (vesiculate),Abies,Abies balsamea,,,,,,,,,,,
Plantae,Tracheophyta,Spermatophyta,Pan-Coniferae,Coniferae,Pinaceae,Pinaceae (vesiculate),Abies,Abies fargesii,,,,,,,,,,,
Plantae,Tracheophyta,Spermatophyta,Pan-Coniferae,Coniferae,Pinaceae,Pinaceae (vesiculate),Abies,Abies lasiocarpa,,,,,,,,,,,
Plantae,Tracheophyta,Spermatophyta,Pan-Coniferae,Coniferae,Pinaceae,Pinaceae (vesiculate),Abies,Abies marocana,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Plantae,Tracheophyta,Spermatophyta,Pan-Coniferae,Coniferae,Pinaceae,Pinaceae (vesiculate),Abies,Abies nordmanniana,,,,,,,,,,,
Plantae,Tracheophyta,Spermatophyta,Pan-Coniferae,Coniferae,Pinaceae,Pinaceae (vesiculate),Abies,Abies sibirica,,,,,,,,,,,
Plantae,Tracheophyta,Spermatophyta,Pan-Coniferae,Coniferae,Pinaceae,Pinaceae (vesiculate),Abies,Abies sp.,,,,,,,,,,,
Plantae,Tracheophyta,Spermatophyta,Pan-Coniferae,Coniferae,Pinaceae,Pinaceae (vesiculate),Abies,Abies undiff.,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Rodentia,Abrocomidae,Abrocoma,,,,,,,,,,,,,,
Animalia,Vertebrata,Mammalia,Rodentia,Abrocomidae,,,,,,,,,,,,,,,
Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Nyctaginaceae,Abronia,,,,,,,,,
Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Nyctaginaceae,Abronia,Abronia latifolia,,,,,,,,
Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Malvidae,Malvales,Malvaceae,Malvaceae subf. Malvoideae,Abutilon,,,,,,
Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Malvidae,Malvales,Malvaceae,Malvaceae subf. Malvoideae,Abutilon,Abutilon incanum,Abutilon cf. A. incanum,,,,
Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Malvidae,Malvales,Malvaceae,Malvaceae subf. Malvoideae,Abutilon,Abutilon incanum,,,,,
Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Malvidae,Malvales,Malvaceae,Malvaceae subf. Malvoideae,Abutilon,Abutilon palmeri,,,,,
Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Malvidae,Malvales,Malvaceae,Malvaceae subf. Malvoideae,Abutilon,Abutilon sp.,,,,,
